pfam_id,protein_id,description,start,stop
LowComplexity,A0A077WDA3,Uncharacterized protein OS=Lichtheimia ramosa GN=LRAMOSA07128 PE=4 SV=1,383,398
mobidb-lite,A0A077WL08,disorder_prediction,1,32
PF00385,A0A077WN17,Chromo domain,96,147
PF00806,A0A077WP29,Pumilio RNA-binding repeat,729,749
PF11712,A0A077WP81,ATPase vacuolar ER assembly factor Vma12,69,197
PF01655,A0A077WR03,Ribosomal protein L32e,16,122
PF17048,A0A077WSA0,Neutral/alkaline non-lysosomal ceramidase C-terminal,491,664
PF00571,A0A077WSZ1,CBS domain,242,301
PF00491,A0A077WXG2,Ureohydrolase,84,377
PF16528,A0A077X249,Exocyst component Exo84 C-terminal,381,583
mobidb-lite,A0A077X315,disorder_prediction,1,22
PF01217,A0A077Y0I8,AP complex mu/sigma subunit,1,138
PF00035,A0A077Z4L8,Double-stranded RNA-binding domain,149,218
PF10584,A0A077Z826,Proteasome alpha-subunit N-terminal domain,8,30
PF06418,A0A077ZF67,CTP synthase N-terminal,3,271
CoiledCoil,A0A077ZNC0,Methionine synthase OS=Stylonychia lemnae GN=Contig15330.g16342 PE=4 SV=1,910,931
PF16908,A0A077ZP30,Vacuolar protein sorting-associated protein 13 second N-terminal domain,145,354
PF00533,A0A077ZYE0,BRCT domain,556,626
PF15801,A0A078A182,MYND-like zinc finger mRNA-binding,13,58
PF00072,A0A078ADS5,Signal transduction response regulator receiver domain,1016,1091
mobidb-lite,A0A078AU56,disorder_prediction,4972,5016
mobidb-lite,A0A078B167,disorder_prediction,281,416
PF07500,A0A078B8V2,Transcription elongation factor S-II central domain,235,339
mobidb-lite,A0A078B8Z5,disorder_prediction,183,205
mobidb-lite,A0A078B9L3,disorder_prediction,171,193
mobidb-lite,A0A078C1V2,disorder_prediction,25,191
PF03087,A0A078C694,Protein of unknown function DUF241 plant,48,256
PF00004,A0A078CA80,ATPase AAA-type core,174,287
PF00560,A0A078CF80,Leucine-rich repeat,448,465
PF09733,A0A078CIM2,Polycomb protein VEFS-Box,249,384
PF00225,A0A078CU36,Kinesin motor domain,117,410
PF01397,A0A078D5D2,Terpene synthase N-terminal domain,21,182
PF00141,A0A078DV18,Haem peroxidase plant/fungal/bacterial,39,273
mobidb-lite,A0A078DWT4,disorder_prediction,37,62
PF14432,A0A078DYU8,DYW domain,552,676
PF03145,A0A078DZV1,Seven-in-absentia protein TRAF-like domain,85,284
PF00271,A0A078E2G4,Helicase C-terminal,552,680
PF02493,A0A078E3Q3,MORN motif,205,226
PF09425,A0A078E3X0,CO/COL/TOC1 conserved site,210,235
PF01582,A0A078E4X2,Toll/interleukin-1 receptor homology (TIR) domain,12,172
PF05498,A0A078E5A8,Rapid ALkalinization Factor,46,108
PF13855,A0A078ECC4,Leucine-rich repeat,84,130
PF03727,A0A078EQ35,Hexokinase C-terminal,247,487
mobidb-lite,A0A078ERF8,disorder_prediction,106,127
PF00249,A0A078ERI9,SANT/Myb domain,67,112
PF02493,A0A078ES12,MORN motif,189,206
PF03171,A0A078ESM5,Oxoglutarate/iron-dependent dioxygenase,223,321
PF00012,A0A078EV27,Heat shock protein 70 family,15,169
mobidb-lite,A0A078EVZ0,disorder_prediction,184,206
PF12436,A0A078EWM2,Ubiquitin carboxyl-terminal hydrolase 7 ICP0-binding domain,625,875
PF16186,A0A078F1D5,Atypical Arm repeat,455,502
PF00847,A0A078F2V6,AP2/ERF domain,26,76
PF00082,A0A078F5I4,Peptidase S8/S53 domain,163,661
PF00733,A0A078F710,Asparagine synthase,210,360
PF01873,A0A078F7L1,Translation initiation factor IF2/IF5,144,252
PF02852,A0A078F8P3,Pyridine nucleotide-disulphide oxidoreductase dimerisation domain,256,359
mobidb-lite,A0A078F9L0,disorder_prediction,240,262
mobidb-lite,A0A078FKD2,disorder_prediction,1,404
mobidb-lite,A0A078FSW2,disorder_prediction,41,60
PF00646,A0A078FX66,F-box domain,31,73
PF14547,A0A078G505,Hydrophobic seed protein,27,109
PF00063,A0A078GBN3,Myosin head motor domain,164,822
PF13639,A0A078GQ45,Zinc finger RING-type,135,178
mobidb-lite,A0A078GQV7,disorder_prediction,370,418
PF04433,A0A078H4S0,SWIRM domain,150,227
mobidb-lite,A0A078H522,disorder_prediction,1204,1225
PF01167,A0A078HBD0,Tubby C-terminal,147,382
mobidb-lite,A0A078HW80,disorder_prediction,1,25
PF01652,A0A078I0A4,Translation Initiation factor eIF- 4e,71,222
PF03868,A0A078I8W3,Ribosomal protein L6 N-terminal,3,61
PF06747,A0A078IGX8,CHCH,50,82
PF01486,A0A078IH39,Transcription factor K-box,83,170
mobidb-lite,A0A078IIC9,disorder_prediction,331,396
PF00225,A0A078IY75,Kinesin motor domain,96,427
mobidb-lite,A0A078IYX0,disorder_prediction,223,414
PF03171,A0A078J6K9,Oxoglutarate/iron-dependent dioxygenase,159,265
PF01697,A0A078J705,Glycosyltransferase family 92,282,528
PF06012,A0A078JDE7,E3 ubiquitin ligase domain of unknown function DUF908,110,208
PF03144,A0A078JF71,Translation elongation factor EFTu-like domain 2,296,366
mobidb-lite,A0A078JHF3,disorder_prediction,72,98
PF00501,A0A078JNN1,AMP-dependent synthetase/ligase,85,590
PF00810,A0A078JNR9,ER lumen protein retaining receptor,28,171
PF04749,A0A078K0X3,PLAC8 motif-containing protein,68,166
PF06022,A0A078K340,Variant antigen yir/bir/cir,7,296
PF01145,A0A078K949,Band 7 domain,97,267
PF00176,A0A078KA44,SNF2-related N-terminal domain,949,1201
PF01704,A0A078KDZ1,UDPGP family,239,518
PF00929,A0A081CE01,Exonuclease RNase T/DNA polymerase III,255,406
mobidb-lite,A0A081CIF8,disorder_prediction,415,437
mobidb-lite,A0A081CK44,disorder_prediction,1744,1776
mobidb-lite,A0A084FU97,disorder_prediction,347,459
PF05193,A0A084FVH8,Peptidase M16 C-terminal,838,926
PF02824,A0A084FXW9,TGS,256,328
mobidb-lite,A0A084G1I8,disorder_prediction,224,254
mobidb-lite,A0A084G1L4,disorder_prediction,261,299
mobidb-lite,A0A084G380,disorder_prediction,237,267
PF04082,A0A084G3N7,Transcription factor domain fungi,172,365
CoiledCoil,A0A084G8B2,Ubiquitin carboxyl-terminal hydrolase OS=Scedosporium apiospermum GN=SAPIO_CDS4499 PE=3 SV=1,494,515
mobidb-lite,A0A084VDL8,disorder_prediction,243,269
mobidb-lite,A0A084VIG4,disorder_prediction,511,532
PF06910,A0A084VP83,Male enhanced antigen 1,31,158
CoiledCoil,A0A084VSW4,AGAP011223-PA-like protein OS=Anopheles sinensis GN=ZHAS_00008680 PE=4 SV=1,58,79
mobidb-lite,A0A084VTM4,disorder_prediction,958,982
PF13949,A0A084VZ78,ALIX V-shaped domain,414,703
PF00431,A0A084VZ86,CUB domain,1907,2004
PF13855,A0A084W849,Leucine-rich repeat,501,560
PF00053,A0A084WAT0,Laminin EGF domain,328,352
PF00057,A0A084WID4,Low-density lipoprotein (LDL) receptor class A repeat,3639,3674
PF02210,A0A084WJE9,Laminin G domain,454,575
mobidb-lite,A0A084WJK7,disorder_prediction,481,502
PF00067,A0A084WNA4,Cytochrome P450,31,492
CoiledCoil,A0A084WQN2,Uncharacterized protein OS=Anopheles sinensis GN=ZHAS_00020774 PE=4 SV=1,1364,1385
PF00014,A0A085LY71,Pancreatic trypsin inhibitor Kunitz domain,1472,1523
PF00076,A0A085M5N6,RNA recognition motif domain,204,266
mobidb-lite,A0A085MDD9,disorder_prediction,751,778
PF02759,A0A085MGA6,RUN domain,20,148
PF03184,A0A085MSE9,DDE superfamily endonuclease domain,62,243
mobidb-lite,A0A085MXM4,disorder_prediction,409,428
PF01359,A0A085N9H1,Transposase type 1,197,273
PF01359,A0A085NBY8,Transposase type 1,1,49
PF00621,A0A085NJK6,Dbl homology (DH) domain,1356,1523
PF00102,A0A085NLL0,PTP type protein phosphatase,544,777
PF07690,A0A085NMJ6,Major facilitator superfamily,698,1046
mobidb-lite,A0A085NTC3,disorder_prediction,479,510
PF02458,A0A087G1J8,Transferase,10,268
mobidb-lite,A0A087GGV3,disorder_prediction,317,385
PF05577,A0A087GK52,Peptidase S28,52,441
PF00153,A0A087GM10,Mitochondrial substrate/solute carrier,13,56
LowComplexity,A0A087GP42,Tubulin beta chain OS=Arabis alpina GN=AALP_AA6G140100 PE=3 SV=1,431,445
PF02136,A0A087GP74,Nuclear transport factor 2,11,125
mobidb-lite,A0A087GXF4,disorder_prediction,1,25
PF03931,A0A087GZA7,SKP1 component POZ domain,47,106
mobidb-lite,A0A087H144,disorder_prediction,795,815
PF01535,A0A087H491,Pentatricopeptide repeat,387,410
PF00520,A0A087H5K8,Ion transport domain,28,310
PF00069,A0A087H8B5,Protein kinase domain,528,681
mobidb-lite,A0A087HB06,disorder_prediction,1,27
PF00400,A0A087HFS1,WD40 repeat,32,67
PF00153,A0A087HHV3,Mitochondrial substrate/solute carrier,247,345
PF00917,A0A087HI51,MATH/TRAF domain,105,207
PF01158,A0A087QJH3,Ribosomal protein L36e,1,68
PF02037,A0A087QLT2,SAP domain,380,412
PF00443,A0A087QMD8,Peptidase C19 ubiquitin carboxyl-terminal hydrolase,350,785
PF07648,A0A087QSB9,Kazal domain,496,534
mobidb-lite,A0A087QWD1,disorder_prediction,362,423
PF01302,A0A087QWK0,CAP Gly-rich domain,77,141
mobidb-lite,A0A087QXE3,disorder_prediction,1,58
PF00017,A0A087RAY7,SH2 domain,2,77
PF00105,A0A087RJZ9,Zinc finger nuclear hormone receptor-type,23,92
PF00210,A0A087RK67,Ferritin/DPS protein domain,8,120
mobidb-lite,A0A087SB07,disorder_prediction,246,301
PF07741,A0A087SLZ3,Brf1 TBP-binding domain,654,773
PF00133,A0A087T7E7,Aminoacyl-tRNA synthetase class Ia,110,273
PF08205,A0A087TTF6,CD80-like immunoglobulin C2-set,4,33
PF03045,A0A087TXD7,DAN,23,103
mobidb-lite,A0A087U3B9,disorder_prediction,194,339
mobidb-lite,A0A087U4C8,disorder_prediction,1,36
PF08620,A0A087U599,RNA polymerase II-associated protein 1 C-terminal,354,417
PF00994,A0A087USH5,MoaB/Mog domain,19,160
PF13401,A0A087V0G2,AAA+ ATPase domain,127,230
mobidb-lite,A0A087VZS9,disorder_prediction,237,299
PF14748,A0A087W1J1,Pyrroline-5-carboxylate reductase dimerisation domain,183,285
PF00028,A0A087X097,Cadherin,2410,2500
PF00069,A0A087X3F5,Protein kinase domain,92,347
PF01344,A0A087X5A1,Kelch repeat type 1,467,523
mobidb-lite,A0A087X6G0,disorder_prediction,203,280
CoiledCoil,A0A087X7Y5,Uncharacterized protein OS=Poecilia formosa PE=4 SV=2,26455,26476
mobidb-lite,A0A087X9G5,disorder_prediction,536,624
PF00054,A0A087X9X5,Laminin G domain,1170,1301
mobidb-lite,A0A087XA10,disorder_prediction,464,510
PF00324,A0A087XAA5,Amino acid permease/ SLC12A domain,182,686
PF00169,A0A087XB66,Pleckstrin homology domain,1073,1164
mobidb-lite,A0A087XGN6,disorder_prediction,681,758
mobidb-lite,A0A087XIF8,disorder_prediction,767,806
mobidb-lite,A0A087XKW1,disorder_prediction,99,143
PF09744,A0A087XLE0,JNK/Rab-associated protein-1 N-terminal,23,177
PF03160,A0A087XNR1,Na-Ca exchanger/integrin-beta4,2323,2382
PF12265,A0A087XQR0,Histone-binding protein RBBP4 N-terminal,19,88
mobidb-lite,A0A087XSL8,disorder_prediction,816,883
PF00651,A0A087XTD6,BTB/POZ domain,20,122
PF01457,A0A087XV61,Peptidase M8 leishmanolysin,356,464
mobidb-lite,A0A087XXA1,disorder_prediction,328,347
PF13516,A0A087XZ85,Leucine-rich repeat,900,923
PF14749,A0A087Y373,Acyl-coenzyme A oxidase N-terminal,15,132
mobidb-lite,A0A087Y5U5,disorder_prediction,108,163
mobidb-lite,A0A087Y6X7,disorder_prediction,1909,1941
PF00178,A0A087YAY3,Ets domain,248,330
mobidb-lite,A0A087YBW1,disorder_prediction,202,225
PF00595,A0A087YE24,PDZ domain,997,1077
mobidb-lite,A0A087YGR0,disorder_prediction,429,465
PF02148,A0A087YJ29,Zinc finger UBP-type,46,106
mobidb-lite,A0A087YJI8,disorder_prediction,28,95
mobidb-lite,A0A087ZQX8,disorder_prediction,1392,1522
PF00106,A0A088A0P5,Short-chain dehydrogenase/reductase SDR,3,193
PF06881,A0A088A3T0,RNA polymerase II transcription factor SIII subunit A,574,660
PF00069,A0A088A8J7,Protein kinase domain,1818,2081
PF00531,A0A088A971,Death domain,908,986
mobidb-lite,A0A088AB70,disorder_prediction,1543,1565
PF00596,A0A088AEU8,Class II aldolase/adducin N-terminal,126,308
CoiledCoil,A0A088AIB0,Uncharacterized protein OS=Apis mellifera GN=LOC100578129 PE=3 SV=1,974,995
mobidb-lite,A0A088AQ74,disorder_prediction,292,311
PF01348,A0A088B0N0,Domain X,374,491
PF00115,A0A088F643,Cytochrome c oxidase subunit I,4,312
PF02786,A0A088FAZ3,Carbamoyl-phosphate synthetase large subunit-like ATP-binding domain,220,320
PF02807,A0A088FFI8,ATP:guanido phosphotransferase N-terminal,12,82
PF00001,A0A088FH80,G protein-coupled receptor rhodopsin-like,35,151
PF00361,A0A088FPB3,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,112,403
PF00623,A0A088FRB8,RNA polymerase alpha subunit,6,55
PF00076,A0A088S181,RNA recognition motif domain,10,78
mobidb-lite,A0A088S3D9,disorder_prediction,1,21
mobidb-lite,A0A088S3Z8,disorder_prediction,1022,1065
mobidb-lite,A0A088S4L4,disorder_prediction,1138,1163
PF12796,A0A088S789,Ankyrin repeat-containing domain,2358,2424
mobidb-lite,A0A088S900,disorder_prediction,743,787
PF13855,A0A088SA12,Leucine-rich repeat,66,123
mobidb-lite,A0A088SE95,disorder_prediction,1118,1153
PF02777,A0A088SGY9,Manganese/iron superoxide dismutase C-terminal,91,193
PF01348,A0A089MY32,Domain X,215,324
PF00578,A0A089VGI8,Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant,7,139
PF00468,A0A089VJD9,Ribosomal protein L34,2,45
PF13193,A0A089WWI7,AMP-binding enzyme C-terminal domain,456,531
PF00135,A0A090L461,Carboxylesterase type B,554,1065
mobidb-lite,A0A090L7B5,disorder_prediction,2040,2111
PF10557,A0A090LB73,Cullin protein neddylation domain,709,769
PF06602,A0A090LEA5,Myotubularin-like phosphatase domain,130,468
PF14497,A0A090LIE5,Glutathione S-transferase C-terminal,98,186
mobidb-lite,A0A090LM91,disorder_prediction,338,359
mobidb-lite,A0A090LYW1,disorder_prediction,88,110
PF07821,A0A090M7P0,Alpha-amylase C-terminal beta-sheet,90,148
PF00581,A0A090MZM9,Rhodanese-like domain,200,319
PF13843,A0A090XAP7,PiggyBac transposable element-derived protein,1,212
PF00170,A0A091CM24,Basic-leucine zipper domain,228,283
PF06862,A0A091CNT1,Digestive organ expansion factor predicted,265,739
PF04777,A0A091CT01,ERV/ALR sulfhydryl oxidase domain,344,445
CoiledCoil,A0A091CVU5,Citron Rho-interacting kinase OS=Fukomys damarensis GN=H920_14983 PE=3 SV=1,988,1009
mobidb-lite,A0A091CW88,disorder_prediction,108,128
PF12796,A0A091CYF3,Ankyrin repeat-containing domain,13,98
CoiledCoil,A0A091D0G4,Stromal interaction molecule 1 OS=Fukomys damarensis GN=H920_14592 PE=4 SV=1,224,252
PF00788,A0A091D1W0,Ras-associating (RA) domain,126,226
CoiledCoil,A0A091D4N7,Serine/threonine-protein kinase MRCK alpha OS=Fukomys damarensis GN=H920_13234 PE=3 SV=1,715,736
PF01833,A0A091D937,IPT domain,1334,1432
PF08583,A0A091D9Z8,Cytochrome c oxidase biogenesis protein Cmc1-like,1,65
PF00571,A0A091DAV3,CBS domain,482,529
mobidb-lite,A0A091DBP5,disorder_prediction,253,366
PF00041,A0A091DBV8,Fibronectin type III,28478,28561
PF07732,A0A091DHX6,Multicopper oxidase type 3,141,247
PF10480,A0A091DLU8,Integrin binding protein ICAP-1,1,199
CoiledCoil,A0A091DMG3,Nuclear mitotic apparatus protein 1 OS=Fukomys damarensis GN=H920_14600 PE=4 SV=1,693,771
mobidb-lite,A0A091DQE5,disorder_prediction,347,371
PF13765,A0A091DS16,SPRY-associated,251,299
PF00005,A0A091DSK2,ABC transporter-like,1220,1368
PF08030,A0A091DSW0,Ferric reductase NAD binding domain,363,512
PF05994,A0A091DT21,Cytoplasmic FMR1-interacting,1759,1967
PF00169,A0A091DYI4,Pleckstrin homology domain,7,97
PF14545,A0A091E051,DBB domain,179,317
PF00581,A0A091E419,Rhodanese-like domain,184,305
mobidb-lite,A0A091E4N8,disorder_prediction,1,94
mobidb-lite,A0A091E6I4,disorder_prediction,1,132
PF02931,A0A091EFD5,Neurotransmitter-gated ion-channel ligand-binding domain,1,164
mobidb-lite,A0A091EFT2,disorder_prediction,321,366
PF06472,A0A091EIW8,ABC transporter type 1 transmembrane domain,22,302
PF01231,A0A091ELH4,Indoleamine 23-dioxygenase,17,401
PF07645,A0A091EQ61,EGF-like calcium-binding domain,3,42
PF00534,A0A091F3A0,Glycosyl transferase family 1,180,326
PF01008,A0A091F5A4,Initiation factor 2B-related,2,280
PF00018,A0A091F8U2,SH3 domain,185,231
mobidb-lite,A0A091FCK1,disorder_prediction,65,90
PF00307,A0A091FMY9,Calponin homology domain,249,359
PF00415,A0A091FQA9,Regulator of chromosome condensation RCC1,125,173
PF07648,A0A091FRU1,Kazal domain,581,606
PF16172,A0A091FUC2,Dedicator of cytokinesis N-terminal domain,63,90
mobidb-lite,A0A091FX61,disorder_prediction,322,357
mobidb-lite,A0A091FY39,disorder_prediction,507,536
mobidb-lite,A0A091G8V7,disorder_prediction,94,120
mobidb-lite,A0A091GCF7,disorder_prediction,996,1020
mobidb-lite,A0A091GK66,disorder_prediction,1,60
PF00041,A0A091GM81,Fibronectin type III,548,626
PF02141,A0A091GMX7,DENN domain,528,709
PF14260,A0A091GY85,C4-type zinc-finger of DNA polymerase delta,3014,3081
PF12894,A0A091HHB4,Anaphase-promoting complex subunit 4 WD40 domain,1669,1748
PF00169,A0A091HNM4,Pleckstrin homology domain,178,271
mobidb-lite,A0A091HP71,disorder_prediction,569,611
mobidb-lite,A0A091HVU1,disorder_prediction,453,482
PF00450,A0A091HZT0,Peptidase S10 serine carboxypeptidase,4,419
PF13639,A0A091IDZ4,Zinc finger RING-type,542,584
PF00168,A0A091II84,C2 domain,745,846
PF00017,A0A091IJV0,SH2 domain,12,86
PF00400,A0A091IMF0,WD40 repeat,315,352
PF00557,A0A091IS65,Peptidase M24,232,462
PF02544,A0A091IV98,3-oxo-5-alpha-steroid 4-dehydrogenase C-terminal,210,361
PF04051,A0A091IVH6,Transport protein particle (TRAPP) component,3,150
PF02586,A0A091IZF6,SOS response associated peptidase (SRAP),1,247
mobidb-lite,A0A091J1U5,disorder_prediction,94,130
PF15902,A0A091J4S9,Sortilin N-terminal,30,482
PF15167,A0A091J808,Protein of unknown function DUF4581,28,105
PF00057,A0A091JCX5,Low-density lipoprotein (LDL) receptor class A repeat,2710,2745
PF00907,A0A091JE78,Transcription factor T-box,226,242
PF00822,A0A091JVJ7,PMP-22/EMP/MP20/Claudin superfamily,12,191
PF07545,A0A091K1V3,Vestigial familiy,20,50
PF13887,A0A091K395,Myelin gene regulatory factor C-terminal domain 1,46,76
CoiledCoil,A0A091K7G6,Protein KIBRA (Fragment) OS=Colius striatus GN=N325_10268 PE=4 SV=1,125,146
PF00435,A0A091KB45,Spectrin repeat,1492,1593
PF06462,A0A091KCH9,Beta-propeller repeat TECPR,965,995
PF14604,A0A091KG48,SH3 domain,277,327
PF00170,A0A091KHX2,Basic-leucine zipper domain,89,148
PF01759,A0A091KRM9,Netrin module non-TIMP type,497,598
PF04089,A0A091KW15,BRICHOS domain,97,186
mobidb-lite,A0A091KW70,disorder_prediction,248,313
PF00013,A0A091L054,K Homology domain type 1,1130,1190
PF00034,A0A091L1R5,Cytochrome c-like domain,6,103
PF00135,A0A091L3K4,Carboxylesterase type B,2,384
mobidb-lite,A0A091L4L6,disorder_prediction,1,87
mobidb-lite,A0A091L5K5,disorder_prediction,378,427
mobidb-lite,A0A091LTW6,disorder_prediction,324,349
mobidb-lite,A0A091M026,disorder_prediction,120,139
PF00412,A0A091M056,Zinc finger LIM-type,163,216
PF07645,A0A091M332,EGF-like calcium-binding domain,153,195
PF08474,A0A091M7F1,Myelin transcription factor 1,480,653
PF00880,A0A091MBX2,Nebulin repeat,340,365
PF02990,A0A091MDJ4,Nonaspanin (TM9SF),24,511
mobidb-lite,A0A091MPC9,disorder_prediction,924,1177
PF02759,A0A091MU74,RUN domain,26,148
mobidb-lite,A0A091MWN9,disorder_prediction,593,620
PF00588,A0A091N5R6,tRNA/rRNA methyltransferase SpoU type,136,286
mobidb-lite,A0A091NAK6,disorder_prediction,748,768
PF07645,A0A091NAS2,EGF-like calcium-binding domain,950,986
PF00092,A0A091NAX4,von Willebrand factor type A,34,196
PF16863,A0A091NKH2,Galactose mutarotase N-terminal barrel,2,46
PF00402,A0A091NW04,Calponin repeat,225,248
mobidb-lite,A0A091NYU0,disorder_prediction,1305,1337
PF10577,A0A091P3A7,Uncharacterised protein family FAM171,1,860
PF00076,A0A091P3M7,RNA recognition motif domain,73,137
PF08726,A0A091P7X1,EF-hand Ca insensitive,711,777
PF04968,A0A091P9A7,CHORD domain,152,213
PF03782,A0A091PB72,AMOP domain,249,410
CoiledCoil,A0A091PD76,CDK5 regulatory subunit-associated protein 2 (Fragment) OS=Leptosomus discolor GN=N330_01168 PE=4 SV=1,283,311
mobidb-lite,A0A091PE33,disorder_prediction,803,857
mobidb-lite,A0A091PHW7,disorder_prediction,350,383
PF02338,A0A091PRK3,OTU domain,19,101
PF07679,A0A091PSF1,Immunoglobulin I-set,2229,2319
PF07679,A0A091PT63,Immunoglobulin I-set,306,393
PF16179,A0A091Q208,Rel homology dimerisation domain,57,152
mobidb-lite,A0A091QB15,disorder_prediction,1,49
CoiledCoil,A0A091QEY6,Ras and EF-hand domain-containing protein (Fragment) OS=Merops nubicus GN=N331_06541 PE=4 SV=1,126,168
PF01344,A0A091QL04,Kelch repeat type 1,408,452
PF00790,A0A091QNG6,VHS domain,1,126
PF00400,A0A091QX88,WD40 repeat,174,203
PF00028,A0A091QZK5,Cadherin,585,677
PF00188,A0A091RCF7,CAP domain,9,125
mobidb-lite,A0A091RJP0,disorder_prediction,1,26
PF00105,A0A091RKL6,Zinc finger nuclear hormone receptor-type,7,75
PF00030,A0A091RTS5,Beta/gamma crystallin,1,81
PF00209,A0A091RV75,Sodium:neurotransmitter symporter,43,568
PF00664,A0A091RVZ6,ABC transporter type 1 transmembrane domain,195,459
mobidb-lite,A0A091RWA0,disorder_prediction,24,58
PF07690,A0A091S308,Major facilitator superfamily,35,442
mobidb-lite,A0A091S3A6,disorder_prediction,802,843
PF03129,A0A091S4R6,Anticodon-binding,570,659
mobidb-lite,A0A091S9V0,disorder_prediction,1408,1451
PF11597,A0A091SA02,Mediator complex subunit Med13 N-terminal metazoa/fungi,2,361
PF01546,A0A091SFB8,Peptidase M20,65,433
PF00271,A0A091SFC6,Helicase C-terminal,400,506
PF13847,A0A091SFZ3,Methyltransferase domain,44,172
CoiledCoil,A0A091SIN1,Desmoplakin (Fragment) OS=Pelecanus crispus GN=N334_12669 PE=4 SV=1,354,385
PF15827,A0A091SKD7,UPF0730 family,106,151
mobidb-lite,A0A091SVJ5,disorder_prediction,976,1062
mobidb-lite,A0A091T2L8,disorder_prediction,383,436
mobidb-lite,A0A091T3D9,disorder_prediction,1101,1151
PF02214,A0A091T5N6,Potassium channel tetramerisation-type BTB domain,2,85
PF16471,A0A091T5R8,JNK-interacting protein leucine zipper II,6,76
mobidb-lite,A0A091T6T9,disorder_prediction,124,145
PF03250,A0A091TB54,Tropomodulin,6,92
PF09034,A0A091TC38,TRADD N-terminal,49,159
PF02513,A0A091TL59,Spindlin/spermiogenesis-specific protein,101,150
mobidb-lite,A0A091TMG4,disorder_prediction,1,25
PF00335,A0A091TMX2,Tetraspanin/Peripherin,1,197
